id,region,price,year,manufacturer,model,condition,fuel,transmission,drive;
7302231024,prescott,38990,2020.0,acura,rdx advance pkg sport,good,gas,other,fwd;
7302191374,prescott,16990,2014.0,acura,rdx sport utility 4d,good,gas,automatic,fwd;
7302164118,prescott,17590,2015.0,acura,rdx sport utility 4d,good,gas,automatic,fwd;
7302135431,prescott,530,2020.0,chevrolet,trax,excellent,gas,automatic,;
7302122608,prescott,23990,2018.0,acura,rdx sport utility 4d,good,gas,automatic,;
7302095187,prescott,17990,2012.0,acura,rdx sh-awd sport utility,good,gas,automatic,;
7302062738,prescott,37990,2020.0,acura,rdx sh-awd a-spec pkg,good,gas,other,;
7302031537,prescott,35590,2018.0,bmw,x5 xdrive35i sport utility,good,gas,automatic,;
7301987719,prescott,22990,2016.0,acura,rdx sport utility 4d,good,other,automatic,;
7301897436,prescott,24488,2016.0,ford,explorer,,gas,automatic,4wd;
7301768642,prescott,29000,1997.0,,Stewart & Stevenson LMTV,excellent,diesel,automatic,4wd;
7301741677,prescott,30990,2014.0,audi,s5 prestige convertible 2d,good,gas,automatic,;
7301733243,prescott,15590,2016.0,,Scion iM Hatchback 4D,good,other,other,;
7301720062,prescott,42590,2019.0,kia,k900 luxury sedan 4d,good,gas,other,;
7301698690,prescott,41990,2019.0,lincoln,continental reserve,good,gas,other,fwd;
7301669486,prescott,36590,2018.0,acura,mdx advance and,good,other,automatic,fwd;
7301650610,prescott,31990,2017.0,jaguar,f-pace 35t r-sport suv 4d,good,gas,automatic,;
7301636744,prescott,14590,2015.0,mazda,cx-5 touring sport utility,good,gas,automatic,fwd;
7301634863,prescott,27500,1970.0,chevrolet,k10 4x4,good,gas,automatic,4wd;
7301617028,prescott,60990,2019.0,audi,q8 premium sport utility 4d,good,gas,automatic,;
7316834808,show low,8700,2008.0,acura,rdx,excellent,gas,automatic,4wd;
7316817696,show low,15729,2015.0,honda,civic,excellent,gas,automatic,fwd;
7316723627,show low,10500,2011.0,toyota,venza awd,good,gas,automatic,4wd;
7316562969,show low,5500,1993.0,jeep,cherokee,fair,gas,automatic,4wd;
7316542184,show low,3200,2003.0,mazda,mpv,fair,gas,automatic,fwd;
7316522624,show low,17736,2018.0,hyundai,elantra,excellent,gas,automatic,fwd;
7316483844,show low,17500,2005.0,ford,f350,excellent,diesel,automatic,4wd;
7316463491,show low,3000,1985.0,chevrolet,k2500,,gas,manual,;
7316191091,show low,18000,1968.0,chevrolet,c10,like new,gas,manual,rwd;
7315810351,show low,35900,2009.0,ford,e-150,excellent,gas,automatic,4wd;
7315784282,show low,30500,1969.0,,Plymouth Road Runner,excellent,gas,automatic,rwd;
7315733939,show low,10000,2013.0,dodge,journey,good,gas,automatic,fwd;
7315578416,show low,7000,2009.0,chrysler,sebring,good,gas,automatic,fwd;
7315573087,show low,12675,2017.0,chevrolet,malibu,excellent,gas,automatic,fwd;
7315436305,show low,3950,2007.0,toyota,sienna le,excellent,gas,automatic,fwd;
7315120203,show low,4695,2007.0,dodge,durango,good,gas,automatic,4wd;
7314912336,show low,16281,2013.0,honda,cr-v,excellent,gas,automatic,4wd;
7314821793,show low,4900,2000.0,ford,mustang gt,good,gas,automatic,rwd;
7314630452,show low,1,1990.0,chevrolet,shortbed,,gas,automatic,;
7314608724,show low,2695,2003.0,ford,explorer,good,gas,automatic,4wd;
7314601250,show low,5800,2007.0,honda,odyssey ex-l,excellent,gas,automatic,fwd;
7314573014,show low,3800,2006.0,buick,lucerne,good,gas,automatic,fwd;
7314448760,show low,7995,2005.0,audi,s4 quattro,good,gas,automatic,;
7314441996,show low,1895,2000.0,chevrolet,venture,good,gas,automatic,fwd;
7314440371,show low,3795,2006.0,subaru,forester,good,gas,automatic,4wd;
7314439132,show low,4295,2003.0,nissan,murano,good,gas,automatic,fwd;
7314421583,show low,14900,2002.0,ford,f250,,diesel,automatic,;
7314381232,show low,18998,2018.0,nissan,rogue sport,excellent,gas,automatic,4wd;
7314205117,show low,19500,2003.0,toyota,4runner,excellent,gas,automatic,4wd;
7313943341,show low,6900,1986.0,ford,bronco,,gas,automatic,;
7313929291,show low,8265,2015.0,jeep,patriot sport,good,gas,automatic,fwd;
7313844943,show low,1000,1991.0,buick,park avenue,fair,gas,automatic,fwd;
7313669103,show low,1700,1996.0,chevrolet,silverado z71,,gas,automatic,4wd;
7313605496,show low,8500,2009.0,dodge,charger,excellent,gas,automatic,rwd;
7313365246,show low,9000,2012.0,volkswagen,jetta,good,gas,automatic,fwd;
7313192647,show low,19795,2003.0,toyota,4runner,excellent,gas,automatic,4wd;
7313055210,show low,6500,2004.0,chevrolet,venture,fair,gas,automatic,fwd;
7313021808,show low,3800,2003.0,chrysler,town & country,excellent,gas,automatic,fwd;
7312869432,show low,36950,2019.0,toyota,rav4 hybrid limited,like new,hybrid,automatic,4wd;
7312741462,show low,10000,1986.0,ford,f150 lariat,excellent,gas,automatic,4wd;
7312214559,show low,1550,1988.0,chevrolet,express van,good,gas,automatic,rwd;
7312213105,show low,1400,1960.0,,rambler american,good,gas,automatic,rwd;
7312212560,show low,550,1987.0,ford,f150,fair,gas,automatic,rwd;
7312212328,show low,1750,1991.0,ford,f-150 xlt lariet,good,gas,manual,4wd;
7312165685,show low,1200,2008.0,ford,taurus,good,gas,automatic,;
7312164154,show low,1700,2005.0,mazda,rx8,good,gas,automatic,;
7311954330,show low,11999,1998.0,bmw,z3 m roadster,,gas,manual,rwd;
7311632103,show low,14499,2006.0,cadillac,xlr,excellent,gas,automatic,rwd;
7311567938,show low,1895,2000.0,chevrolet,venture,good,gas,automatic,fwd;
7311425820,show low,2995,2005.0,kia,sorento,good,gas,automatic,fwd;
7311141667,show low,3295,2015.0,chevrolet,impala,good,gas,automatic,fwd;
7310943842,show low,2795,2004.0,mazda,tribute,good,gas,automatic,4wd;
7310904609,show low,3195,2013.0,chevrolet,sonic,good,gas,automatic,fwd;
7310855012,show low,26500,1969.0,chevrolet,,,gas,automatic,;
7310617447,show low,2995,2005.0,lincoln,navigator,good,gas,automatic,4wd;
7310594596,show low,2695,2008.0,toyota,prius,good,hybrid,automatic,fwd;
7310583226,show low,0,2015.0,dodge,intern,,diesel,other,;
7310571873,show low,3795,2006.0,subaru,forester,good,gas,automatic,4wd;
7310563721,show low,17000,2014.0,lexus,is250,excellent,gas,automatic,rwd;
7310549403,show low,10000,2004.0,toyota,tacome,good,gas,automatic,fwd;
7310536262,show low,4295,2003.0,nissan,murano,good,gas,automatic,fwd;
7310504820,show low,1,2005.0,chevrolet,silverado 2500hd duramax,good,diesel,automatic,4wd;
7310501627,show low,4500,2002.0,chevrolet,s10,excellent,gas,manual,rwd;
7310120594,show low,14500,2002.0,ford,f-250,,diesel,automatic,;
7309519290,show low,17000,2014.0,ford,f150 4x4,excellent,gas,automatic,4wd;
7308453549,show low,14000,2010.0,toyota,venza awd,good,gas,automatic,4wd;
7308433449,show low,3500,2002.0,bmw,325xi,good,gas,automatic,4wd;
7308335226,show low,34999,2020.0,toyota,tacoma access cab trd,like new,gas,automatic,4wd;
7308334630,show low,29751,2019.0,toyota,rav4 adventure awd,good,gas,automatic,4wd;
7308333758,show low,20000,2012.0,toyota,4runner sr5 4x4,good,gas,automatic,4wd;
7308305430,show low,51000,2018.0,gmc,sierra 2500hd cre cab 4x4,good,diesel,automatic,4wd;
7308040395,show low,13163,2015.0,chevrolet,traverse,excellent,gas,automatic,4wd;
7307986326,show low,18000,2015.0,toyota,tacoma 4x4,good,gas,manual,4wd;
7307890331,show low,9900,1975.0,chevrolet,nova,good,gas,automatic,rwd;
7307678478,show low,4500,1995.0,honda,passport,excellent,gas,automatic,4wd;
7307669642,show low,9000,1964.0,mercury,monterey,good,gas,automatic,rwd;
7307430449,show low,18000,1940.0,chevrolet,,,gas,automatic,rwd;
7307429492,show low,4500,1986.0,toyota,,good,gas,automatic,fwd;
7306388228,show low,15000,2004.0,subaru,wrx wagon,excellent,gas,manual,4wd;
7306185529,show low,3000,1994.0,lincoln,town car,good,gas,automatic,rwd;
7306035228,show low,2700,2005.0,ford,expedition eddie bauer 4x4,,gas,automatic,4wd;
7305860046,show low,3800,2007.0,pontiac,grand prix,excellent,gas,automatic,;
7305841726,show low,16500,2014.0,gmc,acadia fwd 4dr denali,good,gas,automatic,fwd;
7305796794,show low,7000,1966.0,ford,f250,good,gas,manual,rwd;
7305739713,show low,24255,2019.0,infiniti,qx60 pure,good,gas,automatic,fwd;
7305684971,show low,12315,2018.0,chevrolet,sonic,excellent,gas,automatic,fwd;
7305266107,show low,5500,1984.0,gmc,long bed 4x4,good,gas,manual,4wd;
7304969496,show low,9500,2015.0,nissan,altima,excellent,gas,automatic,fwd;
7304455348,show low,19500,1956.0,chevrolet,bel air,excellent,gas,automatic,rwd;
7304222823,show low,12440,2017.0,chevrolet,malibu,good,gas,automatic,fwd;
7304180403,show low,15000,1987.0,ford,mustang,excellent,gas,automatic,rwd;
7304005371,show low,38500,2021.0,volkswagen,atlas se,new,gas,automatic,;
7303920635,show low,1895,2007.0,toyota,sienna,good,gas,automatic,fwd;
7303671534,show low,10494,2015.0,hyundai,elantra,excellent,gas,automatic,fwd;
7303430937,show low,1695,2003.0,pontiac,grand am,good,gas,automatic,fwd;
7303415815,show low,29250,2017.0,honda,ridgeline rtl-t crew cab,excellent,gas,automatic,fwd;
7303400186,show low,5500,1996.0,toyota,4runner sr5,good,gas,automatic,rwd;
7303364379,show low,28971,2017.0,toyota,tundra sr5 double cab 4x4,good,gas,automatic,4wd;
7303359136,show low,19000,2020.0,toyota,corolla le 4dr sedan,good,gas,automatic,fwd;
7303354031,show low,3795,2003.0,ford,escape,good,gas,automatic,4wd;
7303346528,show low,3295,2007.0,chrysler,sebring,good,gas,automatic,fwd;
7303201748,show low,600,1998.0,,Ez-go golf cart,fair,other,automatic,;
7302693682,show low,4300,1981.0,jeep,cj5,good,gas,manual,4wd;
7302388476,show low,9000,2017.0,chevrolet,sonic,excellent,gas,automatic,fwd;
7302247271,show low,3500,1955.0,buick,century,good,gas,automatic,;
7302180070,show low,26971,2021.0,toyota,camry se awd,like new,gas,automatic,4wd;
7301861608,show low,15000,2005.0,harley-davidson,davidson,good,diesel,automatic,4wd;
7316894725,show low,500,2013.0,hyundai,sonata,like new,gas,manual,fwd;
7316895734,show low,5495,2007.0,chevrolet,hhr ls,,gas,automatic,fwd;
7316895651,show low,8995,2009.0,bmw,x3 xdrive30i,,gas,automatic,4wd;
7316895450,show low,8995,2008.0,,Saab 9-3 2.0T,,gas,automatic,fwd;
7316894316,show low,3900,2003.0,toyota,camry,good,gas,automatic,;
7316844347,sierra vista,8500,2001.0,,International 4700,good,diesel,manual,rwd;
7316801664,sierra vista,34990,2016.0,chevrolet,silverado 1500 double,good,gas,other,4wd;
7316795006,sierra vista,39590,2019.0,chevrolet,silverado 1500 crew,good,gas,other,4wd;
7316794872,sierra vista,21990,2018.0,volkswagen,tiguan 2.0t s sport,good,gas,other,fwd;
7316719561,sierra vista,31990,2020.0,mazda,mx-5 miata grand touring,good,gas,other,rwd;
7316644443,sierra vista,25990,2010.0,,HUMMER H3,,other,automatic,4wd;
7316559446,sierra vista,5000,1977.0,chevrolet,c30,,gas,manual,rwd;
7316524144,sierra vista,48995,2016.0,chevrolet,silverado 3500hd ltz,good,diesel,automatic,rwd;
7316520286,sierra vista,13499,2007.0,chevrolet,colorado lt,good,gas,automatic,4wd;
7316521151,sierra vista,3500,1997.0,ford,expedition,,gas,automatic,;
7316519985,sierra vista,16995,2012.0,ford,expedition el,good,gas,automatic,4wd;
7316514986,sierra vista,23995,2013.0,toyota,tundra 2wd truck grade,good,gas,automatic,rwd;
7316502081,sierra vista,11995,2002.0,toyota,tacoma prerunner,good,gas,automatic,rwd;
7316349381,sierra vista,24990,2019.0,acura,ilx premium pkg sedan 4d,good,other,other,fwd;
7316284303,sierra vista,34990,2017.0,toyota,tacoma double cab trd,good,other,other,;
7316181897,sierra vista,33590,2018.0,ford,f150 supercrew cab xl,good,other,other,;
7316181822,sierra vista,29990,2017.0,jeep,wrangler sport suv 2d,good,gas,other,4wd;
7316122979,sierra vista,35990,2016.0,ford,mustang,,other,manual,rwd;
7316054703,sierra vista,5500,2000.0,lincoln,town car cartier,like new,gas,automatic,;
7316053729,sierra vista,6500,2015.0,ford,fiesta,,gas,automatic,;
7315836276,sierra vista,11500,2011.0,toyota,sienna,excellent,gas,automatic,fwd;
7315779343,sierra vista,7850,2003.0,toyota,tacoma 4x4,good,gas,manual,4wd;
7315756472,sierra vista,33590,2014.0,gmc,sierra 1500 crew cab slt,good,gas,other,;
7315756449,sierra vista,34990,2018.0,jeep,grand cherokee trailhawk,good,gas,other,4wd;
7315756349,sierra vista,32590,2017.0,jeep,wrangler unlimited sport s,good,other,other,4wd;
7315726899,sierra vista,15590,2016.0,chevrolet,cruze limited 1lt,good,gas,automatic,fwd;
7315689305,sierra vista,32990,2018.0,bmw,4-series gran coupe,,other,automatic,rwd;
7315598146,sierra vista,2750,1990.0,ford,ranger,fair,gas,manual,4wd;
7315573716,sierra vista,0,2004.0,ford,f250,excellent,diesel,automatic,4wd;
7315573575,sierra vista,0,2006.0,ford,f250,excellent,diesel,automatic,rwd;
7315319055,sierra vista,25990,2014.0,gmc,sierra 1500 regular cab,good,gas,other,;
7315319097,sierra vista,30990,2020.0,ford,mustang ecoboost,good,other,other,rwd;
7315313527,sierra vista,30990,2019.0,ford,ranger supercrew xl pickup,good,gas,other,;
7315313433,sierra vista,25990,2013.0,mercedes-benz,e-class e 550,good,gas,automatic,rwd;
7315228667,sierra vista,7990,2017.0,ford,fiesta,,other,automatic,fwd;
7315137827,sierra vista,5800,2004.0,ford,expedition xlt,like new,gas,automatic,;
7315070765,sierra vista,54200,2018.0,toyota,tundra,like new,gas,automatic,4wd;
7314873063,sierra vista,18590,2018.0,honda,civic lx sedan 4d,good,gas,other,fwd;
7314823411,sierra vista,31990,2016.0,ford,f150 super cab xl pickup 4d,good,gas,other,;
7314823312,sierra vista,29990,2017.0,chevrolet,colorado crew cab lt,good,other,other,;
7314737400,sierra vista,31990,2018.0,ram,1500 quad cab harvest pickup,good,gas,other,4wd;
7314737001,sierra vista,18990,2013.0,ford,expedition,,other,automatic,rwd;
7314624713,sierra vista,10000,2013.0,lexus,gs 350,good,gas,automatic,fwd;
7314482340,sierra vista,23590,2017.0,nissan,frontier king cab sv,good,other,other,fwd;
7314482328,sierra vista,27990,2020.0,ford,ranger supercab xl pickup,good,gas,other,;
7314482295,sierra vista,39590,2019.0,ram,1500 crew cab big horn,good,other,other,;
7314482288,sierra vista,22590,2017.0,ram,1500 regular cab tradesman,good,gas,other,;
7314337833,sierra vista,3500,1950.0,chevrolet,,,gas,manual,;
7314243175,sierra vista,29990,2013.0,audi,s6,,other,automatic,;
7313964139,sierra vista,7700,2007.0,honda,civic,like new,gas,automatic,fwd;
7313959190,sierra vista,8500,2013.0,chevrolet,sonic lt,like new,gas,automatic,fwd;
7313951604,sierra vista,7500,2008.0,toyota,rav4,like new,gas,automatic,fwd;
7313842380,sierra vista,1000,1994.0,ford,explorer eddie bauer,fair,gas,automatic,4wd;
7313767155,sierra vista,26990,2016.0,ford,f150 regular cab xl pickup,good,gas,other,;
7313763447,sierra vista,25590,2016.0,nissan,frontier crew cab sv,good,gas,other,fwd;
7313763319,sierra vista,24590,2017.0,chevrolet,silverado 1500 regular,good,gas,other,;
7313763298,sierra vista,38990,2019.0,toyota,tundra crewmax sr5 pickup,good,gas,other,;
7313749242,sierra vista,5990,2008.0,chevrolet,impala,,other,automatic,fwd;
7313675477,sierra vista,6550,2001.0,mercedes-benz,benz cl500,excellent,gas,automatic,rwd;
7313362355,sierra vista,24590,2013.0,gmc,sierra 1500 extended cab slt,good,other,other,;
7313362240,sierra vista,25990,2019.0,ram,1500 classic regular cab,good,gas,other,;
7313326556,sierra vista,3000,1998.0,ford,f150 - triton v8,fair,gas,automatic,rwd;
7313325291,sierra vista,30990,2017.0,toyota,tundra double cab sr,good,gas,other,;
7313267037,sierra vista,36590,2019.0,chevrolet,silverado 1500 crew,good,gas,other,;
7313246504,sierra vista,9990,2012.0,mini,countryman,,other,automatic,fwd;
7312817948,sierra vista,26990,2017.0,mazda,mx-5 miata grand touring,good,gas,other,rwd;
7312811707,sierra vista,34990,2020.0,jeep,wrangler sport suv 2d,good,gas,other,4wd;
7312780724,sierra vista,35590,2018.0,gmc,sierra 1500 double cab sle,good,other,other,4wd;
7312758648,sierra vista,29990,2014.0,chevrolet,silverado 1500 double,good,gas,other,4wd;
7312747250,sierra vista,34500,2014.0,ram,2500,excellent,diesel,automatic,4wd;
7312719885,sierra vista,5990,2011.0,chevrolet,malibu,,other,automatic,fwd;
7312318397,sierra vista,34990,2016.0,ford,f150 supercrew cab lariat,good,other,other,;
7312313853,sierra vista,34990,2018.0,jeep,wrangler unlimited all new,good,other,other,4wd;
7312313925,sierra vista,22990,2012.0,toyota,tacoma access cab pickup,good,gas,other,;
7312273898,sierra vista,17990,2012.0,volkswagen,touareg tdi sport suv,good,gas,other,;
7312265080,sierra vista,8990,2013.0,toyota,prius v,,other,automatic,fwd;
7312199879,sierra vista,6000,1993.0,chevrolet,geo tracker,excellent,gas,manual,;
7311865894,sierra vista,32990,2015.0,ford,mustang gt coupe 2d,good,gas,other,rwd;
7311865754,sierra vista,29590,2017.0,ford,expedition xlt sport,good,gas,other,4wd;
7311793466,sierra vista,39590,2020.0,ford,mustang gt premium coupe 2d,good,gas,other,rwd;
7311793475,sierra vista,38990,2019.0,toyota,4runner limited sport,good,other,other,;
7311784360,sierra vista,13990,2015.0,dodge,journey,,other,automatic,fwd;
7311662700,sierra vista,0,2019.0,ram,1500 classic,excellent,gas,automatic,rwd;
7311662548,sierra vista,19995,2010.0,ram,1500,excellent,gas,automatic,rwd;
7311599784,sierra vista,2500,1997.0,jeep,grand cherokee,good,gas,automatic,rwd;
7311583475,sierra vista,3000,2006.0,hyundai,tucson,good,gas,automatic,rwd;
7311369804,sierra vista,22590,2013.0,ford,f150 super cab xl pickup 4d,good,other,other,;
7311339256,sierra vista,29990,2012.0,toyota,tacoma double cab pickup,good,gas,other,4wd;
7311339002,sierra vista,23590,2017.0,ram,1500 quad cab express pickup,good,gas,other,;
7311273097,sierra vista,33990,2012.0,mercedes-benz,e-class e 63 amg,good,gas,automatic,rwd;
7311272541,sierra vista,16990,2015.0,dodge,challenger,,other,automatic,rwd;
7310937855,sierra vista,9200,2008.0,cadillac,cts,excellent,gas,automatic,rwd;
7310878670,sierra vista,20990,2017.0,chrysler,300 300c sedan 4d,good,gas,other,rwd;
7310836244,sierra vista,26990,2020.0,buick,encore gx essence sport,good,other,other,fwd;
7310835932,sierra vista,21590,2019.0,chrysler,300 touring l sedan 4d,good,other,other,rwd;
7310785572,sierra vista,2650,1996.0,ford,,good,gas,automatic,rwd;
7310784843,sierra vista,29990,2018.0,alfa-romeo,romeo stelvio ti sport,good,other,other,;
7310761844,sierra vista,20990,2015.0,ford,expedition,,other,automatic,rwd;
7310720302,sierra vista,0,2013.0,,Other,,other,other,;
7310344616,sierra vista,26990,2018.0,acura,rdx technology and,good,gas,other,fwd;
7310325791,sierra vista,28590,2018.0,acura,rdx technology and,good,gas,other,fwd;
7310308186,sierra vista,35990,2019.0,acura,rdx sh-awd technology pkg,good,gas,other,;
7310253771,sierra vista,18990,2013.0,acura,rdx sport utility 4d,good,gas,other,;
7310248509,sierra vista,9990,2010.0,buick,enclave,,gas,automatic,fwd;
7310049806,sierra vista,4500,1977.0,ford,750,,gas,automatic,;
7310038773,sierra vista,6999,2009.0,kia,sportage lx,good,gas,automatic,fwd;
7310038730,sierra vista,9995,2014.0,dodge,journey avp,good,gas,automatic,fwd;
7310038731,sierra vista,16595,2009.0,lexus,ls 460,good,gas,automatic,rwd;
7310033424,sierra vista,18995,2015.0,jeep,grand cherokee limited,good,gas,automatic,rwd;
7310030633,sierra vista,49995,2021.0,gmc,sierra at4,new,gas,automatic,4wd;
7310022368,sierra vista,6999,2014.0,chevrolet,sonic lt,good,gas,automatic,fwd;
7309808252,sierra vista,29590,2018.0,acura,mdx sport utility 4d,good,gas,other,fwd;
7309808221,sierra vista,38590,2016.0,mercedes-benz,mercedes-amg cla,good,gas,other,;
7309808176,sierra vista,53990,2019.0,audi,s5 prestige coupe 2d,good,gas,other,;
7309733712,sierra vista,24990,2015.0,acura,mdx sh-awd sport utility,good,other,other,;
7309720326,sierra vista,10990,2000.0,porsche,boxster,,other,manual,rwd;
7309574245,sierra vista,4000,2010.0,hyundai,elantra,excellent,gas,automatic,;
7309543057,sierra vista,5800,2006.0,lincoln,ls v8,,gas,automatic,;
7309491645,sierra vista,24995,2012.0,chevrolet,silverado 1500 lt,good,other,automatic,4wd;
7309479725,sierra vista,16995,2012.0,lexus,rx 350,good,gas,automatic,fwd;
7309479405,sierra vista,21995,2012.0,toyota,4runner sr5,good,gas,automatic,rwd;
7309467154,sierra vista,15795,2014.0,honda,cr-v ex,good,gas,automatic,fwd;
7309271194,sierra vista,15990,2011.0,bmw,3 series 335d sedan 4d,good,other,other,rwd;
7309236219,sierra vista,36590,2019.0,volvo,s60 t6 r-design sedan 4d,good,gas,other,;
7309210166,sierra vista,29990,2019.0,lexus,nx 300 sport utility 4d,good,gas,other,fwd;
7309166162,sierra vista,14990,2016.0,,Scion iM Hatchback 4D,good,gas,other,fwd;
7309150291,sierra vista,18990,2014.0,bmw,3-series,,other,automatic,;
7308767731,sierra vista,34590,2017.0,ford,f150 supercrew cab xlt,good,other,other,;
7308740604,sierra vista,33990,2019.0,jeep,wrangler sport suv 2d,good,gas,other,4wd;
7308740532,sierra vista,36590,2019.0,gmc,sierra 1500 limited double,good,gas,other,4wd;
7308672557,sierra vista,30990,2018.0,jeep,wrangler unlimited sport s,good,gas,other,4wd;
7308670282,sierra vista,10990,2014.0,ford,fusion,,gas,automatic,fwd;
7308227349,sierra vista,55590,2019.0,chevrolet,corvette stingray,good,gas,other,rwd;
7308227297,sierra vista,49990,2017.0,chevrolet,corvette stingray,good,gas,other,rwd;
7308227093,sierra vista,56990,2019.0,chevrolet,corvette stingray,good,other,other,rwd;
7308187575,sierra vista,38990,2013.0,chevrolet,corvette grand sport,good,gas,other,rwd;
7308164797,sierra vista,11990,2017.0,fiat,500,,other,manual,fwd;
7307751004,sierra vista,12995,2007.0,ford,f-150 xlt,good,other,automatic,4wd;
7307723490,sierra vista,18995,2011.0,chevrolet,tahoe ltz,good,other,automatic,4wd;
7307710979,sierra vista,23995,2011.0,ram,1500 laramie,good,gas,automatic,4wd;
7307629917,sierra vista,35990,2018.0,toyota,tacoma,,other,automatic,4wd;
7307462759,sierra vista,49995,2021.0,gmc,sierra at4,new,gas,automatic,4wd;
7307423677,sierra vista,26995,2017.0,ford,f-150,good,gas,automatic,4wd;
7307423726,sierra vista,10999,2011.0,toyota,rav4 sport,good,gas,automatic,4wd;
7307418532,sierra vista,10990,2005.0,toyota,4runner sr5 v6,good,gas,automatic,4wd;
7307413144,sierra vista,20595,2011.0,cadillac,escalade esv premium,good,other,automatic,;
7307401796,sierra vista,8995,2011.0,honda,pilot ex-l,good,gas,automatic,fwd;
7307246088,sierra vista,32990,2018.0,ford,f150 super cab xlt pickup,good,other,other,;
7307175883,sierra vista,17990,2018.0,honda,civic lx sedan 4d,good,other,other,fwd;
7307153935,sierra vista,28990,2018.0,toyota,highlander le sport,good,gas,other,;
7307109816,sierra vista,34990,2020.0,ford,f150 super cab xlt pickup,good,gas,other,;
7307104659,sierra vista,17990,2016.0,ford,focus,,other,manual,fwd;
7306901565,sierra vista,19995,2014.0,ram,2500 slt,good,gas,automatic,4wd;
7306895927,sierra vista,10995,2008.0,lexus,rx 400h,good,electric,automatic,;
7306873025,sierra vista,41995,2013.0,ford,super duty f-350 srw,good,diesel,automatic,4wd;
7306646627,sierra vista,22590,2020.0,buick,encore gx select sport,good,other,other,;
7306646629,sierra vista,19590,2011.0,chrysler,300 300c sedan 4d,good,gas,other,rwd;
7306646731,sierra vista,27990,2018.0,alfa-romeo,romeo stelvio ti sport,good,gas,other,;
7306599221,sierra vista,27990,2018.0,alfa-romeo,romeo stelvio sport suv 4d,good,other,other,;
7306588217,sierra vista,11990,2013.0,ford,edge,,other,automatic,fwd;
7306523454,sierra vista,1000,2000.0,ford,windstar lx minivan,fair,gas,automatic,fwd;
7306390135,sierra vista,26995,2015.0,chevrolet,silverado 1500 lt lt2,good,gas,automatic,4wd;
7306379451,sierra vista,8995,2005.0,nissan,350z touring,good,gas,automatic,rwd;
7306211899,sierra vista,38990,2020.0,acura,rdx sh-awd technology pkg,good,gas,other,;
7306165875,sierra vista,39990,2020.0,acura,rdx advance pkg sport,good,gas,other,fwd;
7306131169,sierra vista,27590,2018.0,acura,rdx advance pkg sport,good,gas,other,;
7306131082,sierra vista,28990,2018.0,acura,rdx advance pkg sport,good,other,other,;
7306125657,sierra vista,8500,1997.0,jeep,wrangler,good,gas,manual,4wd;
7306072629,sierra vista,24990,2018.0,jeep,grand cherokee,,other,automatic,;
7305885711,sierra vista,26995,2014.0,chevrolet,silverado 1500 ltz 1lz,good,other,automatic,4wd;
7305885587,sierra vista,11995,2014.0,chrysler,town and country,good,other,automatic,fwd;
7305857494,sierra vista,5499,2007.0,nissan,altima 2.5 s,good,gas,manual,fwd;
7305801148,sierra vista,7500,2005.0,lexus,rx 330,like new,gas,automatic,fwd;
7305799551,sierra vista,18500,2009.0,chevrolet,tahoe,like new,gas,automatic,4wd;
7305644987,sierra vista,12590,2013.0,,Scion xD Hatchback 4D,good,gas,other,fwd;
7305606497,sierra vista,38590,2018.0,audi,s5 premium plus sedan 4d,good,gas,automatic,;
7305606506,sierra vista,39990,2019.0,acura,mdx sh-awd w/technology,good,other,other,;
7305545593,sierra vista,44990,2019.0,mercedes-benz,mercedes-amg cla,good,other,other,;
7305541160,sierra vista,8990,2013.0,volkswagen,jetta,,other,manual,fwd;
7305205819,sierra vista,20000,2016.0,,scion frs,excellent,other,manual,;
7305130920,sierra vista,15590,2016.0,,Scion iM Hatchback 4D,good,other,other,;
7305130868,sierra vista,23990,2018.0,bmw,3 series 328d sedan 4d,good,other,other,;
7305126555,sierra vista,27990,2018.0,lexus,nx 300 sport utility 4d,good,other,other,;
7305087674,sierra vista,13990,2013.0,volvo,s60 t5 premier sedan 4d,good,gas,other,fwd;
7305083196,sierra vista,15990,2014.0,cadillac,cts,,other,automatic,rwd;
7304808910,sierra vista,4000,2000.0,dodge,dakota,,gas,automatic,fwd;
7304703901,sierra vista,19590,2015.0,chevrolet,impala ltz sedan 4d,good,other,other,fwd;
7304703868,sierra vista,31990,2018.0,bmw,x3 xdrive30i sport utility,good,other,automatic,;
7304703881,sierra vista,17590,2017.0,toyota,camry le sedan 4d,good,other,other,fwd;
7304703850,sierra vista,25990,2018.0,toyota,camry xle sedan 4d,good,other,other,fwd;
7304595263,sierra vista,17990,2004.0,chevrolet,corvette,,other,automatic,;
7304373029,sierra vista,14995,2013.0,toyota,highlander base plus,good,gas,automatic,fwd;
7304372982,sierra vista,14995,2012.0,toyota,highlander se,good,gas,automatic,fwd;
7304367434,sierra vista,25995,2013.0,gmc,sierra 1500 sle,good,other,automatic,4wd;
7304361846,sierra vista,6998,2008.0,toyota,corolla,good,gas,automatic,fwd;
7304151978,sierra vista,44990,2014.0,chevrolet,corvette stingray,good,gas,other,rwd;
7304129455,sierra vista,39990,2013.0,chevrolet,corvette grand sport,good,other,other,rwd;
7304129505,sierra vista,44990,2014.0,chevrolet,corvette stingray z51,good,gas,other,rwd;
7304078772,sierra vista,9900,2013.0,volkswagen,beetle,,other,automatic,fwd;
7304075231,sierra vista,45990,2014.0,chevrolet,corvette stingray z51,good,gas,other,rwd;
